labels,text
2,Gracias a todos por regalarme sus comentarios a mi columna de hoy. Invaluable obsequio para mí.
2,Se acaba un año muy productivo en memes
2,@chepibolaa ya no puedo tomar - cero alcohol- ayer estuve internada en la clínica como 6 horas.
2,#MeDicenLindoPor mis grandes ojos con pestañas súper pobladas
1,@CaELiKe Que bueno Caeli. Pronto te vas a sentir mucho mejor.
0,"El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar"
2,@FolagoR no la estoy pasando bien... Tus vídeos me harán sentir mejor.... Trata de hacer más fail please
2,"@yuyacst No te preocupes Yuya, te entendemos. Que te mejores pronto."
1,"@IvettlyOficial Que alegría, que bueno, me alegra escuchar(leer) eso."
2,@sparkielaurenz esta como diciendo.. Dejemne libreee mrdass!! #jiji #sigotriste
0,@VGardini25 estoy indignada @ximena_casanova yo solo quería ver Hannah Montana
2,@ximena_casanova @VGardini25 yo tambieen SIGUE CON EL PACHECO OYE
0,"#MePasóPorPavazo @MananaMaldita Amigo que guapo eres, mi amiga y yo queremos hacer un trio, y yo todo ganador, Me pepearon @Marcuilas"
2,Nuevo día..!! Sólo seguir para adelante que más da...
2,"Fui sincera, supongo que está bien"
2,"Ya viene el niñito jugando entre flores, y los pajaritos de cantan amores"
2,"Ser valiente no consiste en no sentir miedo, sino en sentirlo y aún así continuar adelante."
2,"y @SheyJacobo hacia gestos para yo no voltear y oh sorpresa con quien me encuentro , me encontre a tu nuevo amigui @skparedes"
2,@LuciaLu26 mi mamá me pasó la misma foto y me dijo exactamente lo mismo
2,"puxa, @abocajarroperu como te pasea @JorgeDCG? alli si no eres inquisidor!"
2,"#NavidadenMamáVictoria En la mañana en el tren, en la tarde en el metropolitano #Regalos #Panetón #Niñ@s #CasaHogar #GranMiércoles"
2,@Darcy_1010 ay no mms ARELIIIII.A los añooooos sdfjksf te extraño we
0,Es una lástima que todos los estrenos de Star Wars los voy a terminar relacionando con el fin de Penta Runners. Fue muy sorpresivo
2,@AlejoIgoa la divaza te tiene cansado toda la noche no te deja dormir
2,@zabdilandia no hagan caso yo las conozco y ustedes no son asi
0,".@mczorro es eso: para no pagar precios AB y luego quejarme de la mala proyección (de bodrios), siempre me queda elegir otras pantallas"
2,El viernes dejo de ver a muchas personas por un buen tiempo y ah la
2,Igual no iré porque estoy más ajustado
0,Me da pena que las nuevas chanels esten muriendo tan rapido
1,No hay nada mejor que ver el estreno de #RogueOne con la mejor compañía
1,@YurikitoKSP que bien yuriko. Felicidades
2,"Eso de comerme todo solo por navidad y año nuevo es mentira, porque paro comiendo todo el año"
2,"@MrcdsEatWorld Jaja yo mismo estoy diciendo pues. Pa mañana lo tengo listo. Y sí tengo, pero a veces no quisiera tener #LuzClarito"
2,lo mismo pasaremos con Angie y SR
2,se supone que ya grabaron para mañana no? entonces ya saben quien sera eliminado y por sus caras tal vez sea guerrero
1,un hermoso recuerdo junto a ustedes #CarmenandDialina
2,La luna está hermosa y justo salí sin celular ptmr
2,@zombiepolares ten cuidadoo a mi mamá le clonaron la tarjeta hace un par de días
2,@NoticiasCNCO ya conozco a 3 pero Erick que es mi favorito no y Joel
0,"@Rickdo92 empiezo a sospechar que no hay de verdad, ya es quincena y nada ptmr"
2,Amigas normales? Eso que es? Las mias son unas locas toditas *-*
2,"- Hola insomnio, cómo estás? - echale la culpa a la comida - ok"
2,Una breve reseña de quien soy realmente.
1,es genial estar incomunicada y desconectada del mundo a veces
0,"Iba a contestarle algo igual de grosero y estúpido pero luego recordé que se supone yo soy la racional, que aburrido"
2,@NoticiasCNCO yo solo sere #CNCOwner pero cada quien su opinion
2,Jajajja recién. Me acuerdoo que ayer me metieron un galletaso jajaja
2,@VivianDeLaCruzz me pasa exactamente lo mismo
1,"@SoyUnaPolylla mmm. Es guapo, pero me quedo con el otro chibolo porque tiene cara de pastrulo (y es pastrulo)."
2,@mario_hart @NicolaPorcella ese punto no afecto nada igual a Diana se le perdono varias faltas como saltarse los escalones.
2,"@rossangelch Monsefuana, tienes que configurar eso. Jajajaja. No se puede vivir en paz con el carrete lleno de memes. Te daré los tips."
2,"Y pensar que luego de tantos años siempre ha habido una persona que ha pensado igual que yo, la única"
0,Lunes de lentejas y yo extrañando el espesado
2,"@RicardoMoran no te gastes en responder de seguro tienes mejores cosas que hacer, besos pelado"
2,"@astrikiss jajajaja fácil,o derrepente ya nos lo cambiaron por uno nuevo"
1,Es grandioso conocer a personas maravillosas como ustedes @lasabesaba @vanessasaba75 se quedan en el corazón de las que las conocen.
2,"Ay Dios he pecado, pero es que ese bikini estaba re lindo y necesitaba bronceador"
2,@PanetonDonofrio a un ancianito que no tiene familia y que llevo víveres y todo lo que necesite con la ayuda de personas desinteresadas!
1,@yuyacst Que descanses bien Yuya. Un abrazo inmenso a la distancia.
0,por qué el concurso de #SoyJustDancer es solo para españa? @Rubiu5
2,"Luego de hacerles recordar todos los bellos momentos que no volverán, me quede jataso ya desperté y sigo llorando"
0,@SheWolf_byu ni me lo recuerdes pero eso no cambiara por los siglos de los siglos
2,"Mi noche no está completa si no veo el vlog de @elcholomena , creo que no subió hoy"
2,y quiero ir de nuevo al Cosmocaixa
2,"@joshmanbc si conoces algún productor que quiera llevarse la obra, que se contacte con nosotros"
2,Mi amor infinito al ser humano que me traiga un desayunito de @McDonalds_PER muero de hambre
2,"#RogueOne es la única película de Star Wars que no me ha provocado comprármela apenas terminó, pero igual quiero volverla a ver"
2,"El problema d la mayoría d tuiteros es q cuando uno comenta creen q es personal. Nada q ver. Hay vida después del Twitter,"
2,Que yo quiero ser el nido cuando se cansen tus alas.. pequeña sonrisa sonora @manuelcarrasco_ @CarlosJRubiofm @GannyMartin @Fansdelaradio
2,Despierta desde las 7 habiendo dormido a las 4 masomenos y esta vez Sofi no fue la responsable jajajaja
2,"Tanto quería trabajar, madruga pues madrugaaa hdjahsjsf"
1,Hora de seguir soñando muy bonito
1,Sigamos siendo felices felices felices
0,Extraño a mi mejor amiga carajo díganle pe
1,"#StarWars #RogueOne que buena película, nos pone de regreso en esa galaxia muy muy lejana, emocionante e intensa hasta el final."
2,"@mariellymc y me responde, a no gracias estoy a dieta jjajajajaja"
0,"@cinthiaszc jaja es por un día!!! Pero es el último día del ciclo, mil reuniones con mi área becas y demás."
2,@di3goc Espero llegar y encontrar esa impresora 3D
1,@AlejandroToledo Congratulations Dr. Alejandro eres orgullo peruano. Dios no te eligió para gobernar porque el congreso esta manchado
1,Viendo al gran #JoselitoYSuOrquesta en #WantanNight lindo jueves @wantannight por @PlusTV6
2,Todavia no llega el día y ya lo extraño. #MiKevinacho
2,"@katy_mili JAJAJA yo mentiroso jamás amiga, pero ya pz esperare tu inciativa para que me digas franck vamos a perdernos jaja"
2,@luis_2lo cuaaaaal? Estoy en busca de una bonita pero nada me convence
2,"@camilaguimasr y lo sabes , cosas muchas mejores vendrán"
2,Quiero y tengo que ir a ver animales fantásticos antes que salga de cartelera
2,Ya no podrá decir 24 bien bailados
0,"Por payasa debo hacer un trabajo grupal para mañana, algunos grupos aún no terminan y yo tengo que hacerlo en máximo 2 horas"
2,Y al noveno día le dije todo a la Marina #Mejorando
2,"Agradece todo, cada momento, cada situación, sea positiva o negativa, ya que la positiva nos hace felices y la negativa nos hace sabios"
1,Que buen inicio de semana
0,malditos ejercicios que colera agggggg
2,@FrancescaAgurto recién me conectooooo Juan está enfermo mañana te prometo que te recojo
1,@Zabdielitas_M @zabdiel1344 ya quiero ver la segunda!!
0,@zabdiel1344 quise hacer un video de momentos junto a ti pero recorde que solo tengo 1 foto
2,"Mañana es, posiblemente, el último encuentro de Natura que dirija y Enero ya empezar en Yanbal"
0,"No me puedo quedar dormida ni un ratito, porque para mi mamá ya estoy anémica de nuevo"
0,@ClubSCristal lastimosamente gran parte de entradas se ganaron los REVENDEDORES como siempre
1,@Laugamer721 Buenos Vídeos.Se que llegadas a los 1.000.000 de SUBS. Sigue haci y cuídate :v
0,Pinche ex mejor amigo lo odio
2,"- Señorita olvidó su bolsa -gracias joven , que puedo hacer por usted ? - avanzar en la fila nada más"
2,Por que soy tan romántico es lo que más quiero cambiar de mi
2,"No Dennis, no puedes cometer los mismo errores, es hora de cambiar y cometer nuevos errores"
2,@NiceViolette jajaja me toca discurso el jueves! La próxima te visito
2,"A pesar de nuestras limitaciones humanas, el Señor quiere obrar de maneras asombrosas a través de nuestras oraciones.."
1,Es mi mes favorito del año Diciembre
0,"Vanessa ¿donde estas? te extraño mucho, ya va ser navidad y necesito verte"
2,Necesito un creador de contenido para mi página ¿Algún interesado?
1,Disfrutando los días previos de Navidad
2,@chifaentiffanys esas son las únicas zapatillas que traen en mi talla al país
2,Ya casi es hora... un nuevo lugar por conocer
2,@Bryanpinarivera @EvaMPT @diegorrc el I no entra en el Machete y el VII tampoco porque aún no se sabe el rumbo de la nueva trilogía
2,Soy el único de mi prom que no lloro ...
2,Ojalá todos tuvieran un techo y comida y pasar una buena noche buena
1,"@Pontifex_es feliz cumpleaños, Su Santidad!.. Un saludo desde Perú. Esperamos su pronta visita!.."
2,Todos terminan aceptando que los mejores técnicos estuvieron del 2006 a 2011 la nueva ministra lo confirma
1,"@wendyriveran1 jaja tienes talento para componer canciones eh si terminas la letra me la pasas,me gustaría escucharla"
2,@alexime pero podrías rescatar las cosas buenas que te pasaron ánimos
2,Que pasada... Buen.. día seguir el camino.. dormir todo lo que se pueda ... Éxitos... !!
2,"Algún día seré puntual, hoy NO es el día"
0,Hacer un inventario forestal es horrible con tanto sol. Me arde todo
2,"No te rindas no.. dale a tu vida otro color, siempre sale el Sol.. una vez más.... lalala.."
0,@sin_queso NOOOO omg siempre me pierdo los mejores fanarts
2,"Suerte que despierto junto a tí, suerte que senti lo que sentí, Suerte que hay más para conocer Suerte que contigo creceré"
2,"Está navidad me la pasare durmiendo, para despertar un 26 relajado"
1,"Al parecer si me darán mi canasta navideña, aparte de mi panetón y un vino Gracias proveedores Nos engríen más que los jefes"
2,Yo no quise hacerle screen a su snap en serio
1,@PimentelftMe @abdielsmusic yo ni pude ver el live Ten fe que Abdiel es tan lindo que lo hara
1,"estoy viendo The Princess's Man, es uno de los pocos doramas que me ha dejado enganchada con la historia"
0,"Me dijiste que cuando te necesite ibas a estar ahí, que cuando esté triste tmb, en mis peores momentos, donde estás?"
2,"Todos vamos a ser puteados mañana, bonita Navidad eh #despedidos"
2,"Lo más probable es que le hable borracha en año nuevo, aprovechando que también es su cumpleaños. Ay"
2,El verano pasado estaba ligerameeente más gordita y la ropa que compré ya no me queda igual
2,mi hermoso @jaime_cruzroman esta que hace live en ig y no puedo ver me quiero morir queria un saludo para las @Cruzers_Peru
2,aunque sea una putaaa ajajajaja re desesperado
2,Esta para unos buenos mates y galletitas
2,Lo bueno que mñn acaba sus finales
2,"@Vanina_lee en realidad si. Clarke aun esta ahi quiero ver q hacen con su personaje, asi q no se q hacer haha"
2,"@JosettyHurtado he tenido una lesión en la parte baja de la espalda y no puedo hacer ejercisios,q alternativa tengo para bajar de peso"
1,#NavidadQuePone su rico pavito hecho en casa por las santas manos de mi abuela @Studio92 @joannabolona @Sr_Pelaez
2,Un meme de miércoles para un Perú más consciente #EsNiceSi retuiteas #YoCuidoElAgua
2,@laliespos y yo espero que este disponible para los demas paises
0,"@drhuerta dr que tratamiento,medicina natural..para las alergias como al aire acondionado, o agentes de este tipo..es una pesadilla"
1,@DONOMAR eso sin duda alguna .. con esa voz melodiosa a que ser humano no le podría encantar.. #TE_QUIERO_SOLITA_PA_MI
1,"@abdielsmusic #TeamAbdiel #barbies no hay mejor cover que este, en realidad todo es hermoso con tu voz"
2,"Vuelvo y repito y reitero: extraño mucho snapchat, era mi app favorita"
0,y muchas veces extrañas a personas que tal vez no te extrañan
1,Almenos yo no vivo engañada #quebuenovermeahi #happy lo tengo todo
1,Ayer fue mi primera clase de yoga y amanecí demasiado feliz lo que hace el ejercicio @mariedither @uvaslibres
2,"#PapáNoelYoQuiero que regrese, pasar los ciclos, y lo más importante, dinero pls ya mucho me enseñas la humildad"
2,La única vez que me dormí sin tener sueño y sin ser de noche
1,"@ele417 ahora si quiero llorar ya se terminó ahora sí la u, ya no hay tercera carrera"
0,"PONTE BONITA 5 DE ENERO .. No es Twitter, algo está mal con el ht o se hizo spam, ya fue"
2,Y si estoy loco vas a vivir en un manicomio conmigo
1,PPK hizo una mención especial a todos los jóvenes que marcharon anoche. La lucha no fue en vano. #MensajeALaNación #LaEducaciónSeRespeta
1,"Qué bonito sentir que estas aquí, junto a mi"
1,"@ppkamigo Mis Felicitaciones para Usted Señor Presidente. Su mensaje fue muy bueno, firme y directo. Mi familia y yo le mandamos saludos!"
1,@AlbertVilella1 Igualmente saludos y muchos éxitos para el año próximo
1,Pero fue bueno improvisadamente bueno.
1,@manuelchaplin ... Buena elección! Gracias por empujarme a verla antes que la saquen!
2,"Siempre he pensado que las cosas pasan por algo y bueno, pasó. Volvió. Hagamos ese regreso magnífico"
0,Estoy demasiado perdida con todas las colaboraciones de los chicos en los eventos de año nuevo
2,@DanielUrresti1 no sea malo ... Admita que lo hacen reir de vez en cuando
1,@Sari_lm Gracias linda Felíz Navidad!! Disfruta y celebra a nuestro salvador!.
2,"@edwin una pena, en serio, aún no se saben las causas, verdad?"
1,"@chino_padrino gracias, igual para ti, feliz navidad"
0,"No quiero ir a trabajar #domingodechorreo ""descripción gráfica"""
1,"Hoy no es un día cualquiera, hoy cumplo 2 años con la mejor persona que la vida pudo darme."
0,recuerdo cuando me dijiste que odiabas lo superficial y ahora solo mencionas cuanto dinero ganas y todo lo que te compras
0,Último día Isla Bonita y mis amigas están tristes por eso las extrañaré
2,@diego_baca jajaja te envidio pd: Felices Fiestas Baquita
1,@camilascookie feliz navidad tu cuenta es maravillosa
2,@CosmiCLuB aunque lo odies... Que tengas una linda noche
1,"Amigos, mi pavo huele buenazo. Y si se lo estan preguntando. Sí. Es la 1ra vez que lo hacemos."
1,Esas costillitas se ven demasiado buenas... Ya quiero cenar!
1,@EntelPeru ningún inconveniente. Excelente servicio! 4G al máximo... Felices fiestas navideñas
2,Lo bueno es que el próximo año todos los fanboys de Bombama desaparecerán para siempre.
2,necesito un hotel barato en trujillo
0,"Y los tres reyes magos llegaron con oro,incienso y mirra Melchoro Alan, Toledo vastadehuasquear y Ollanta nadinevagastar, de odebrechlen"
1,Jamás pensé que el momento en que me tocara dar obsequios a quienes amo sería tan gratificante. Sus sonrisas lo valieron todo
2,"Y de pronto todo dejo de importarme, y sí, así estuve viviendo feliz"
2,Daniel dice por qué aquí hay esa lluvia así tan fuerte? En lima solo caen gotitas JAJAJAJAJAJAJA
1,Q lindo y agradable detalle Se ve q me conoces algo
2,El 25 de diciembre es para ver películas navideñas y especiales de navidad
0,"@Kennedyense me pasó lo mismo, el pobre se desorientaba"
2,Escuchar ritmo romántica va a hacer que me suicide
2,"@amnesico es decir, se estrenó en UVK pero nadie sistematizó taquilla... chamano"
2,"Que lindo el señor Gonzalo,invitandonos pollo a la brasa"
2,"@moniescat @empercutio si, desde aqui se te vé La Fosa de las Bermudas, clarito y con vegetacion"
1,@estoesguerra_tv esto es guerra es el mejor reality
2,@degadiana_ @ErickBrianColon pero no entiendo porque no tiene sonido igual espero que te haya gustado Yo tambien lo amo
1,Nada mejor que pasar ocho horas del día viéndola sonreír
2,#MiCabalaEs la de mi hno siempre fue correr la primer ola del año para pedirle a Lemanjá olas todo el año
2,@alevar13 me la pasas? Mi playlist feliz necesita actualización
2,#ParaElProximoAñoPrometo ser consecuente con la dieta y el treno @Sr_Pelaez @Studio92 @joannabolona
2,"Escuchando la hora ""hot"" de ""qué paja"" en radio moda"
2,"@doalcarcarmen de seguro pasearás por las vivas calles de New York cada noche! Bueno solo supongo Buenas noches Carmen, que descanses!"
2,"Ya no puedo la broma de ""estoy embarazada"" por el día de los inocentes."
0,"Me largo de esta red social por unos días, hasta que encuentre paz"
2,Me alejé tanto de mis amigas de la universidad por lo que me fui a estudiar de noche y no saben cuánto las extraño
1,@valejandralb el pueblo crema está feliz con lo de Vento!
2,"Sí, ya tomé un decisión y sé que teníamos planes pero mi futuro es primero"
1,y el video de la campaña de este año del juego fue muy bueno pero no lo tengo
2,@blueHyoMi i lleva mucho sin actualizar? ahora sucede que me enamoro del fic y lo dejan abandonado
2,"@AlvaroThais @Angelpaezs por eso la pregunta es válida... aunque Fuji nos diga ""yuca pa' ti"""
2,"No quiero saber cómo quedaremos en la copa libertadores #futbol a prepararse bien, la plata no llega sola"
0,@Cirribarren1924 @saravia_caro @rodobarriosayon No puedo ver esas mariconadas.
0,Lo increíblemente rapido que se ha esfumado mi dinero y todavía falta año nuevo.
2,Ya acabé mis pendientes pero espero comida que invita la chamba
0,Feo es estar enfermo con gripe a esta alta temperatura de tarapoto
2,@74evmm callate que esos son mis descargues en la choza jajajaja y aun tienen que esperar otro poquito mas
2,"-hola, quiero pagar la renovación del dni. -el azul? -si jajaja Alto martes señoreeessss!"
0,2016 por qué simplemente no te vas de una buena vez
0,"Lo peor es q las chicas piensan q es chiste, claro como no es chongo de ellas fresh, yo cargo con todo"
2,"@brayamqq es chevre las letras!! sabes q dia es mañana,...."
2,"@DraMonicaAF noooo, para nada, bueno fuera En serio? Cuanto le quieren cobrar?"
2,@LizzRDavila ayudanos #QueremosERDLalas930pm rt solo rt no des me gusta plis
1,@MrGaryGamingYT eres el putisimo amo v:
2,Siempre que estoy triste convierto ese sentimiento en cólera y sólo grito y grito
0,@ximealomia @RPPNoticias @Radio_Oxigeno la que acabo de poner es peor
2,"@val05r acá tienes un excelente abogado Dr Zamorano a sus servicios para el 3, ya que pagan viernes"
0,La operación de Carmen me tiene muy triste
1,Ahora que soy @bitelperu todo es más bonito.
0,"Amigos la depilación con hilo DUELE COMO MIERDA, soy demasiado marica para esas cosas de mujeres"
1,Acampar es de mis actividades más favoritas del mundo mundial
1,Acabo de ver a Aldo en Plaza. Que churro es ese chico. Es lo único que voy a extrañar del trabajo
2,@catherinecerpa con todas las cremas jajaja tmr tengo hambre jajajsjs
0,a mi mejor amiga no le gusta el ceviche ni los makis y me siento frustrada porque no podemos ser BUENAS mejores amigas
0,Yo los vis hace dos días. Todos los perritos lucían tristes y en pésimas condiciones Qué bueno los hayan rescat…
0,@californiaLA70s igual ese proyecto de ley no va a progresar así que anda ve a llorar al río pobre moralista y triste animal jajaja!
2,@meiermq y mejor seria si le en cuentan a un Ramirez.
2,@tresciente a mí también; no lo he probado como para opinar
1,Que bonita tarde noche de regalos
2,No sé si soy exagerada.. no es el fin del mundo pero yo necesito un trago para pasar todo esto. Necesito estar tranquila
2,"Yo quería para navidad la jodida mascara de Buckethead, pero todos piensan que es un regalo de mrd"
1,"@SparkGuns @JuanetedeLolo Cuando sea mayor de edad y mi viejo me deje tomar con adultos, jajajajajajajaja"
2,@lasabesaba una gran oportunidad para que disfrutemos (con @NaomiZamudio97 ) de su trabajo...
1,Fue un buen momento en familia
2,@alvarezvigo12 jajaaja no es real jaja son canciones nomas
1,El bolso que le he comprado está hermosooo! Me lo quiero quedar
0,"No tener sueño e ir a molestar a mis hermanas a su cuarto. Hoy nos quedamos hablando hasta el amanecer, ya la vi"
2,Camino a casa solo fueron 3 chelas
0,@zinoscrew por que piscis al ultimo porq
1,"El porno es motivación, no lo pueden prohibir"
1,"@emy_9810 jajajaja ya con menos carga es mejor , relajas mas"
0,@Kyarahidalgo la triste historia de mi vida
0,Hoy no es un buen día para mi
2,"@barbaycanas es que ya no era necesario llamar ,ya sabiamos lo que espera ,la proxima sera"
2,cuando estás conversando de la más tranquila y te hacen recordar que mataron al perro de majin boo
1,"Buenos días, esta noche es noche buena, Feliz navidad para todos"
2,"Pero qué rico es dormir hasta las 9'41 am , te sientes tan vago"
1,Es increíble que ahora entro a wpp solo para el trabajo
2,@bukanoyt Felices Fiestas Bukano. Que la pases bien.
0,Cómo me desean feliz navidad si trabajo en 3 horas (?)
0,La ex de mi hno es una hereje y comparte el meme profano de @jitanjafora_
0,extraño cantar todas las de @CNCOmusic con esta estupida @99Allison11
2,@Artux_Creed #senpainavideño ARTUX ME VOY A BAÑAR SALUDAME!!!! PLISS!!!
1,@hebelcm Jajajaja te haré escuchar mejores frases
1,"No pues, qué chévere a ver si le pasa lo mismo al próximo practicante. Prácticas + Tesis + curso extra."
2,"@Jimmyenlanada @RobustControl @lito0404 y bueno si me olvido de alguien pues lo lamento, soy mal amigo. Feliz noche."
2,Ahora adelante va ser diferente y a mi modo ..voy ser muy fria ..hasta q te duela ..y te daras cuenta
2,@elhigadodmarita Feliz Navidad Marita... Un fuerte abrazo
1,@WhiteLither Feliz Navidad Felino!!! Jaja! Saludos y abrazos a la familia!
1,Lo bueno de esta Navidad es que la pase junto a JC y mi mamá lo conoció en persona
0,3 dias para año nuevo y pierdo todo
2,"@JulyyH18 Bye amigaa pásala bonito y aprende mucho para que de ahí me enseñes jajajaja, espero verte prontito"
2,@catiquinto feliz dia de los inocentes... por otro lado tienes tiempo pa salir
0,La ptm no supero lo de ayer Mi año nuevo se fue a la mrd
2,@elhigadodmarita me agarran de buen humor por fin de año.
0,He subido 3 kilos OMG !!!! Son los resultados de la navidad
0,"@RecuerdosPeru sus valores ""procatolicos"" no concuerdan con su evidente machismo"
2,Ya quiero empezar a dibujar cuerpos desnudos de mujeres
2,"La única gran verdad, es que no terminas de conocer a las personas. #BuenDiaATodos"
0,"Maldito gordo, creación de coca cola :v #feliznavidad"
0,@elrifle @JessicaSolano la costra me da cosas. Pero qué lindo por la enfermerita.
0,"Estomago perdón por las mariposas Almohada perdón por las lagrimas Corazón perdón por las lagrimas Cerebro, tenias razón"
2,Hoy es el último taller de año
2,te seguiría por twitter pero ya sería demasiado obvio mejor así queda
0,#LaPoderosaKeiko solo puede tener poder en el 4to país más ignorante del mundo: Perú
2,No debería estresarme. No es bueno en mis condiciones
1,DEMASIADO buena la nota de @ELSEIJITAS - reviví mi niñes y adolescencia con esos comerciales y series en edición navideña #LaBatería
0,Lo único malo de salir sin maquillaje es que no te mancho con mi labial
2,Noche de pisco sour + películas con mi flaco
1,DEMASIADO buena la nota de @ELSEIJITAS - reviví mi niñez y adolescencia con esos comerciales y series en edición navideña #LaBatería
0,"@JJNL21 siii a estar asustada, pero son horribles estos dolores ni modo"
1,@AntuanetGalvez have fun Antu! Los mejores deseos
0,Y ya no sé si soy Kaf o la mujer llena de puntos rojos Esto ya no me gusta
1,Tengamos un día lleno de magia y lindos momentos
1,Que lindo día el de hoy
2,cuando escucho everything is awesome recuerdo mis días en 🇨🇿 con el buen Joshua
2,@edwin jajajaja con tanta tecnología las pilas salen caras por lo menos te ahorraste en regalos!
2,El tiempo de Dios es siempre correcto; espera con paciencia que Él actúe.
0,"Desesperada estoy, trabajaré en cualquier cosa"
2,@NaomiViera1 yo no puedo ver su ig story
2,"Él preguntó primero, una solo es educada"
0,"se acaba el 2016 y con él, el internet gratis de movistar 4G"
1,"Antes de dormir quiero decir que fue una Navidad muy pero muy linda, estoy feliz. Buenas noches"
1,"@vivianarojasv feliz navidad Vivi, que lo hayas pasado bonito con todos tus seres queridos"
2,Lo mejor es que nunca me doy por vencido
0,Gente que tiene las posibilidades de ayudar y no lo hacen por tacaños. Espero que algún día se les regrese
1,@carlonchodemoda buena fotito people un abrazo hacen un buen programa
2,Cansada y con dolor de cuello perooooo contenta
2,Extraño tener a mis padres juntos
2,No todos son Imeldos navideños en esta época #Imelda #torta #queque #morado…
2,"@cantouchth no te disculpes por ser tú misma, eso está genial, en serio"
0,"@Lourdessipion osea yo no tuve feliz navidad, porque dormido desde las 11 hasta hace un ratito"
0,Como me pude negar subir a un bmw deportivo
2,"@chifaentiffanys Fue tu cumpleaños ayer? Ni te había visto activo, jeje. Feliz cumple atrasado"
2,@Kloz234456 Al menos no quedan en ridículo como estos dudes
1,Hoy pasaremos una hermosa tarde con ellos #ShowNavidad #CasaHogarMamáVictoria
0,@MathiasBrivio que espanto! Algo más debe tener esa Agua estoy segura
2,Es casi medio día y ya tengo todo
2,"Mis amigas me preguntaban ¿que te pasa? Y yo les decía estoy re dormida ,SIN DUDAS NECESITABA UN DESPERTADOR"
2,Como regalo de Navidad solo quiero el flotador de unicornio
2,#90FelizNavidad Saludos para todos en especial para mi familia
2,"Alucina. De todos modos, no arruinará mi linda noche buena, a lado de mi fam. @Elicrema"
2,@Vere_MC disculpas aceptadas (chiechie) espero que te haya gustado el regalo si es que ya lo viste.
2,De mi balcón veo pasar pavos horneados y jóvenes horneándose
1,"Amigos, acabo de comer relleno es la cosa más deliciosa del mundo mundial ️️️️"
2,Otra navidad más sin ti mamita maria
2,@Militadq no ayudas ya voy.. y tomo foto para mostrar
2,"@cachetotesrosa pero tranquila, me metió al poro no a donde piensas *maldito corrector*"
2,me olvide de un pequeño detalle y ahora debo ir a Wong
2,#UnLugarEnMiMesa A todas las personas que fueron el mejor respaldo este 2016 Sobre Todo A Ti AMOR
0,@Danaloby Gente como tu mediocres y matoncitos. Que se puede esperar de los fujiratas.
2,@BonitaAngelique solo dormire dos horitas bueno yo me lo busque
1,Ustedes siempre han sido lo más bonito de mi año. Anita y Amaya
1,Ser el villano de la película es lo mejor
2,"#AsíMeDuela , tendre que comer el pavo , aunque en verano este gordita"
2,"@skparedes @SheyJacobo y eso que es el primer dia , mañana con fe"
2,Cinco años no son en vano
0,¿Habrá algo peor que no traer los audífonos a la chamba? Estoy muriendo lentamente
2,@mrdanterossi báñate con agua fría para que la temperatura de tu cuerpo sea menor que la del ambiente
0,Lo peor que puede existir es decepcionar a alguien que quieres
2,@NoraArcila khaaaa? Ese concierto ha sido más publicitado que la campaña de Keiko... pero... pobreza
2,"@JulianZucchi FELIZ CUMPLEAÑOS JULIAN Z ! q Dios te bendiga muchísimo, un fuerte abrazo desde Huacho"
2,Miraflores dime que dentro de ti hay buenos polos
1,"Se acaba un buen año, y va empezar uno mejor, siempre con la.bendición de Dios"
2,Y bueno las cosas llegan cuando no las dices..... recierto
0,"Este día sera, muy pero muy largo .."
2,Aún en mi #studio trabajando... soy el único creo
0,"Por quedarme dormida, me perdí el feeling del momento"
2,"@milatuesta @marisolmelissac @sinparada Las extraño, cuando un skupe grupal"
2,@Madrebeagle jajajaja fui el primer fav de Odín con cotillón
2,Haikyuu debería tener alrededor de 4400 capítulos para vivir feliz hasta los 95 años
1,"El último día de trabajo, al fin"
0,En serio que feo ir al mall este día. Mañana seguro estará peor.
1,Q reviente es ese #Dmitri A mal tiempo Buena cara Lo q hace la felicidad
2,@JaquelinR5_ @rylandlynch jajaj ojala y conteste el pendejo andará con una resaca pero de las buenas
2,@chicoretraido Hay dos. Y el pròximo año megaplaza
1,"Un 'te quiero preciso y sincero, qué más para decir que el año no termina mal"
2,"#2017prometoque recuperare estado fisico, seguire amando y respetando a mi @_adrianaquevedo y veere todos los dias @CombinadoPTV"
1,"@PierinaMz Los más buenazos, son los medio gruesitos y cortados de forma vertical. Según yo."
2,"Ya déjalo, ya está muerto :v @AlanGarciaPeru @DiarioDeCurwen"
2,#SOOMPIAWARDS #TeamE que al menos no bajen del tercer lugar
1,@camilacabello97 siempre junto a ti espero verte en peru denuevo como solista
2,@ivonnearce_ y yo a Joel solo lo vi 3 segundos y ni foto tengo
2,2 meses que parecen una eternidad. no sabes como me haces falta mi querida abuelita
2,Imposible no subir de peso aquí ( Chiclayo y sus comidas )
1,Pero tambien ha sido el año en el cual mas he viajado y conocido personas excelentes
2,y pues bueno seguiremos mirando pelis de terror
0,@ConsejodePata lcp te da solo una galleta rellenita de 30 céntimos y un vasito de cifrut
2,Que vuelvan peluchin y gigi urgente
2,1er día del 2017 entrenando... Este horario es de ptm lamentablmente sólo es una ilusión #bodytech
